Product_Name,Brand,Current_Price,Original_Price,Discount(%),Rating,Ratings count,Reviews Count,Platform,Category,Product_URL,Scrape_Date,Storage
Apple Macbook Air Apple M2 - (16 Gb/256 Gb Ssd/Macos Sequoia) Mc7X4Hn/A,Apple,77990,85900,0.09,4.7,20570,1250,Flipkart,laptops,https://www.flipkart.com/apple-macbook-air-m2-16-gb-256-gb-ssd-macos-sequoia-mc7x4hn-a/p/itmdc5308fa78421?pid=COMH64PY76CJKBYU&lid=LSTCOMH64PY76CJKBYUOL7TOK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_140&otracker=search&fm=organic&iid=b094f993-1c0c-4a51-accf-9b5ae7293f01.COMH64PY76CJKBYU.SEARCH&ppt=sp&ppn=sp&ssid=msma1i68280000001756305424274&qH=c06ea84a1e3dc3c6,27-08-2025,
Motorola Motobook 60 Full Metal Oled (I7 14Th Gen) Intel Core 7 (Series 2) 240H - (16 Gb/1 Tb Ssd/Wind...,Motorola,71990,110490,0.34,4.4,246,34,Flipkart,laptops,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-1-tb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itme38d212ff500c?pid=COMHAUZWZGRD8HHC&lid=LSTCOMHAUZWZGRD8HHCYPHPJT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_141&otracker=search&fm=organic&iid=en_zd7AoMXQkC4Gd6rVfQWf7-JCusy6JbJZcIGYaGcLsiHYAMEHOZb1D1jQGt2N5cpQpqCQ0nXvbrzwdAL3XeGLVvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=msma1i68280000001756305424274&qH=c06ea84a1e3dc3c6,27-08-2025,
Motorola Motobook 60 Full Metal Oled (I7 14Th Gen) Intel Core 7 (Series 2) 240H - (16 Gb/1 Tb Ssd/Wind...,Motorola,71990,110490,0.34,4.4,246,34,Flipkart,laptops,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-1-tb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itmd38998009f90e?pid=COMHAUZWMJNUBXVE&lid=LSTCOMHAUZWMJNUBXVEJSEWBJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_142&otracker=search&fm=organic&iid=en_zd7AoMXQkC4Gd6rVfQWf7-JCusy6JbJZcIGYaGcLsiENnEQ8wuGuEorEBEkH0PDu6Hrj_3aL3Adhvpcf1N_livUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=msma1i68280000001756305424274&qH=c06ea84a1e3dc3c6,27-08-2025,
Infinix Zero Book Ultra Series Laptop Intel Intel Core I9 12Th Gen 12900H - (16 Gb/512 Gb Ssd/Windows ...,Infinix,76888,129990,0.4,4.2,66,12,Flipkart,laptops,https://www.flipkart.com/infinix-zero-book-ultra-series-laptop-intel-core-i9-12th-gen-12900h-16-gb-512-gb-ssd-windows-11-home-zl12-business/p/itmad7e026e8b8c5?pid=COMGMFK7B6FTNA4X&lid=LSTCOMGMFK7B6FTNA4XRZ631X&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_143&otracker=search&fm=organic&iid=b094f993-1c0c-4a51-accf-9b5ae7293f01.COMGMFK7B6FTNA4X.SEARCH&ppt=sp&ppn=sp&ssid=msma1i68280000001756305424274&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp Intel Core I5 13Th Gen 1334U - (12 Gb/512 Gb Ssd/Windows 11 Home) 15-Fd0575Tu Thin And Light Laptop,Hp,51990,69688,0.25,4.1,280,10,Flipkart,laptops,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1334u-12-gb-512-gb-ssd-windows-11-home-15-fd0575tu-thin-light-laptop/p/itm9dd69f3a98da6?pid=COMHBFRJRKZQBFNG&lid=LSTCOMHBFRJRKZQBFNGON2CTU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_144&otracker=search&fm=organic&iid=b094f993-1c0c-4a51-accf-9b5ae7293f01.COMHBFRJRKZQBFNG.SEARCH&ppt=sp&ppn=sp&ssid=msma1i68280000001756305424274&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Expertbook P1 Intel Core I7 13Th Gen 13620H - (16 Gb/512 Gb Ssd/Windows 11 Home) P1503Cva-S71042W...,Asus,68990,99990,0.31,4.3,270,26,Flipkart,laptops,https://www.flipkart.com/asus-expertbook-p1-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-p1503cva-s71042ws-thin-light-laptop/p/itmaaf79b8a24f17?pid=COMH8Z2QK37PNMFZ&lid=LSTCOMH8Z2QK37PNMFZYXNPS4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_145&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH8Z2QK37PNMFZ.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 Gb/512 Gb Ssd/Windows 11 Home) A325-45 Thin And Light...,Acer,24150,32890,0.26,3.9,236,28,Flipkart,laptops,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a325-45-thin-light-laptop/p/itm9ca67a1a3ea22?pid=COMH2TPS6RRFKDMH&lid=LSTCOMH2TPS6RRFKDMHXNW023&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_146&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH2TPS6RRFKDMH.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Vivobook 15 Intel Core I3 12Th Gen 1215U - (8 Gb/512 Gb Ssd/Windows 11 Home) X1504Za-Nj322Ws Thin...,Asus,33690,54990,0.38,4.3,7496,589,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj322ws-thin-light-laptop/p/itm200184e4e0443?pid=COMH4Y6KT9ZMYXA6&lid=LSTCOMH4Y6KT9ZMYXA60HIRLB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_147&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH4Y6KT9ZMYXA6.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire 3 Intel Core I5 13Th Gen 1334U - (16 Gb/512 Gb Ssd/Windows 11 Home) A324-53 Thin And Light...,Acer,45990,66999,0.31,4.3,490,35,Flipkart,laptops,https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CGZKHKUV3&lid=LSTCOMH4B6CGZKHKUV37HVWQK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_148&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH4B6CGZKHKUV3.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire 3 Intel Celeron Dual Core - (8 Gb/256 Gb Ssd/Windows 11 Home) A311-45 Thin And Light Lapto...,Acer,17990,33399,0.46,3.8,1315,124,Flipkart,laptops,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmb96484525b977?pid=COMHCC7ATSYH5GPA&lid=LSTCOMHCC7ATSYH5GPAKCOJGF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_149&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMHCC7ATSYH5GPA.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire 3 Amd Ryzen 3 Quad Core 7330U - (16 Gb/512 Gb Ssd/Windows 11 Home) As15-42 Thin And Light ...,Acer,29990,42990,0.3,4.1,618,85,Flipkart,laptops,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH898FYYFGRAFZ&lid=LSTCOMH898FYYFGRAFZL6LJTA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_151&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH898FYYFGRAFZ.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Vivobook Go 15 Intel Celeron Dual Core N4500 - (8 Gb/512 Gb Ssd/Windows 11 Home) E510Ka-Ej9011Ws ...,Asus,27042,37990,0.28,4,1280,112,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-go-15-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-e510ka-ej9011ws-thin-light-laptop/p/itm1826f3fec8f97?pid=COMH9499YSMWDGTM&lid=LSTCOMH9499YSMWDGTMHUZRGU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_152&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH9499YSMWDGTM.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 Gb/512 Gb Ssd/Windows 11 Home) A324-45 Thin And Light...,Acer,22990,32999,0.3,3.9,2883,222,Flipkart,laptops,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_153&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMHFZYZFVD2MCAB.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
"Asus Vivobook 15, With Backlit Keyboard, Intel Core I5 12Th Gen 1235U - (16 Gb/512 Gb Ssd/Windows 11 H...",Asus,44990,74990,0.4,4.2,1250,86,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj541ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGYSFGGGHDK27Q&lid=LSTCOMGYSFGGGHDK27QWBODEB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_154&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMGYSFGGGHDK27Q.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Vivobook 15 Intel Core I5 12Th Gen 1235U - (8 Gb/512 Gb Ssd/Windows 11 Home) X1504Za-Nj521Ws|X150...,Asus,40990,69990,0.41,4.2,8352,476,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-x1504za-nj528ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_155&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMHYWSWMFQQBCG3.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Vivobook Go 15 Oled Amd Ryzen 5 Quad Core 7520U - (8 Gb/512 Gb Ssd/Windows 11 Home) E1504Fa-Lk521...,Asus,40990,74990,0.45,4.4,2914,242,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk521ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFT7WWNGYG&lid=LSTCOMGMGXFT7WWNGYGEMFTUI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_157&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMGMGXFT7WWNGYG.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp Amd Ryzen 5 Quad Core 7Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Pro) 245 G10 Laptop,Hp,29190,51990,0.43,2.3,3,0,Flipkart,laptops,https://www.flipkart.com/hp-amd-ryzen-5-quad-core-7th-gen-8-gb-512-gb-ssd-windows-11-pro-245-g10-laptop/p/itmb5cef80feed7b?pid=COMH65ZRMV7GBVHQ&lid=LSTCOMH65ZRMV7GBVHQZCOZIL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_158&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH65ZRMV7GBVHQ.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp Pavilion Intel Core I5 13Th Gen 1340P - (16 Gb/512 Gb Ssd/Windows 11 Home) 15-Eg3079Tu Thin And Lig...,Hp,60990,83705,0.27,4.3,1533,100,Flipkart,laptops,https://www.flipkart.com/hp-pavilion-intel-core-i5-13th-gen-1340p-16-gb-512-gb-ssd-windows-11-home-15-eg3079tu-thin-light-laptop/p/itm4ae6958287d36?pid=COMGPYHAMPKQYPQB&lid=LSTCOMGPYHAMPKQYPQBGXMI6J&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_159&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMGPYHAMPKQYPQB.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp Amd Ryzen 5 Hexa Core 7535Hs - (8 Gb/512 Gb Ssd/Windows 11 Home) 15-Fc1004Au Thin And Light Laptop,Hp,41790,54552,0.23,4.1,34,3,Flipkart,laptops,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-7535hs-8-gb-512-gb-ssd-windows-11-home-15-fc1004au-thin-light-laptop/p/itm71b7f781eb607?pid=COMH56DFRXZJGNUU&lid=LSTCOMH56DFRXZJGNUUMQCKHQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_160&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH56DFRXZJGNUU.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Zebronics Thin And Light Laptop Intel Core I7 12Th Gen 1255U - (16 Gb/512 Gb Ssd/Windows 11 Home) Zeb-...,Zebronics,36990,78999,0.53,4,195,13,Flipkart,laptops,https://www.flipkart.com/zebronics-thin-light-laptop-intel-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-zeb-nbc-5s/p/itmb605901c4d2a7?pid=COMGTGFGGM87TPAR&lid=LSTCOMGTGFGGM87TPARRRVXCW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_161&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMGTGFGGM87TPAR.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp 15S Amd Ryzen 3 Quad Core 5300U - (8 Gb/512 Gb Ssd/Windows 11 Home) 15S-Eq2143Au Thin And Light Lap...,Hp,31970,47147,0.32,4.2,5829,474,Flipkart,laptops,https://www.flipkart.com/hp-15s-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2143au-thin-light-laptop/p/itm59e288d010cef?pid=COMGAX8EEYFKCESS&lid=LSTCOMGAX8EEYFKCESSIOLRG0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_162&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMGAX8EEYFKCESS.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Vivobook 15 Intel Core I7 13Th Gen 13620H - (16 Gb/512 Gb Ssd/Windows 11 Home) X1502Va-Bq838Ws Th...,Asus,61990,85990,0.27,4.3,198,17,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-15-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-x1502va-bq838ws-thin-light-laptop/p/itm576883d3f6eb6?pid=COMH96FBAGNN8GPZ&lid=LSTCOMH96FBAGNN8GPZ9CQPDS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_163&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH96FBAGNN8GPZ.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
"Asus Vivobook S14 (2025) With Office 2024 + M365 Basic*, Metallic Design, H-Series Intel Core I5 13Th ...",Asus,58990,84990,0.3,4.2,173,13,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-metallic-design-h-series-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-s3407va-ly037ws-thin-light-laptop/p/itm820c07740b4c9?pid=COMH9SJ9VCEQJCSX&lid=LSTCOMH9SJ9VCEQJCSXBL2HSQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_164&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH9SJ9VCEQJCSX.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp Amd Ryzen 5 Quad Core 7520U - (8 Gb/512 Gb Ssd/Windows 11 Home) 15-Fc0155Au Thin And Light Laptop,Hp,34990,53413,0.34,4.1,235,14,Flipkart,laptops,https://www.flipkart.com/hp-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-15-fc0155au-thin-light-laptop/p/itmd9ac5762d7458?pid=COMH4N767SJX8MZV&lid=LSTCOMH4N767SJX8MZV5TFKRQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_165&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH4N767SJX8MZV.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Vivobook Go 14 (2025) With Office 2024 + M365 Basic* Amd Ryzen 3 Quad Core 7320U - (8 Gb/512 Gb S...,Asus,29990,43990,0.31,4.2,2597,248,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-go-14-2025-office-2024-m365-basic-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk3321ws-thin-light-laptop/p/itm1472d87e3ca55?pid=COMH9SJ9YXA8RGGT&lid=LSTCOMH9SJ9YXA8RGGTTIESJR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_166&otracker=search&fm=organic&iid=e0ea5dc8-8ab5-425f-9840-0f1002067be9.COMH9SJ9YXA8RGGT.SEARCH&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Motorola Motobook 60 Full Metal Oled (I5 14Th Gen) Intel Core 5 (Series 2) 210H - (16 Gb/512 Gb Ssd/Wi...,Motorola,59990,93690,0.35,4.3,501,59,Flipkart,laptops,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm9a50f9400e0e0?pid=COMHAUZWVNJSFAMN&lid=LSTCOMHAUZWVNJSFAMNDNPDD5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_167&otracker=search&fm=organic&iid=en_YydCsIf8nY5D6-pBqC47XCTvSRju3D0M2ZGuWnKvmHWVYyJR3O0zQ4PhQiWOG2YMvBFUcZYqdE91Gt6kFUkguPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Lenovo Ideapad Slim 3 Next Gen Ai Pc Wuxga Ips Copilot + Pc Qualcomm Snapdragon X - (16 Gb/512 Gb Ssd/...,Lenovo,59990,93490,0.35,4.3,16,1,Flipkart,laptops,https://www.flipkart.com/lenovo-ideapad-slim-3-next-gen-ai-pc-wuxga-ips-copilot-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-15q8x10-thin-light-laptop/p/itm097ac7e15511b?pid=COMHDMJYDGBTMJXG&lid=LSTCOMHDMJYDGBTMJXG8XSMNX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_168&otracker=search&fm=organic&iid=en_YydCsIf8nY5D6-pBqC47XCTvSRju3D0M2ZGuWnKvmHU8sF_XpDJ8ybxH8W3hy_w7RB-Rgu-L-gAGruSP_djP8_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=3zl4xv3wb40000001756305436057&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Vivobook Go 15 Oled Amd Ryzen 3 Quad Core 7320U - (8 Gb/512 Gb Ssd/Windows 11 Home) E1504Fa-Lk321...,Asus,33990,61990,0.45,4.4,4269,463,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk321ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFB2KYFGZN&lid=LSTCOMGMGXFB2KYFGZN0SV9BA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_169&otracker=search&fm=organic&iid=4cc0a613-047f-4cb8-970b-1ac662abadc3.COMGMGXFB2KYFGZN.SEARCH&ppt=sp&ppn=sp&ssid=vimnuhwrrk0000001756305446413&qH=c06ea84a1e3dc3c6,27-08-2025,
Lenovo Ideapad Slim 1 Amd Ryzen 3 Quad Core 7320U - (8 Gb/512 Gb Ssd/Windows 11 Home) 15Amn7 Thin And ...,Lenovo,31500,52890,0.4,4,403,23,Flipkart,laptops,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15amn7-thin-light-laptop/p/itm76f0e5d975817?pid=COMGNY3BTHRQ8MJG&lid=LSTCOMGNY3BTHRQ8MJGEJGTMC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_170&otracker=search&fm=organic&iid=4cc0a613-047f-4cb8-970b-1ac662abadc3.COMGNY3BTHRQ8MJG.SEARCH&ppt=sp&ppn=sp&ssid=vimnuhwrrk0000001756305446413&qH=c06ea84a1e3dc3c6,27-08-2025,
Motorola Motobook 60 Full Metal Oled (I5 14Th Gen) Intel Core 5 (Series 2) 210H - (16 Gb/512 Gb Ssd/Wi...,Motorola,59990,93690,0.35,4.3,501,59,Flipkart,laptops,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm9a50f9400e0e0?pid=COMHAUZWVNJSFAMN&lid=LSTCOMHAUZWVNJSFAMNDNPDD5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_171&otracker=search&fm=organic&iid=en_2DOQyy75-F-uGNiDVCG4NLfKf3FPI60goNHKW-cUireZfNk2GXqen0pBIEWC3LVjvBFUcZYqdE91Gt6kFUkguPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=vimnuhwrrk0000001756305446413&qH=c06ea84a1e3dc3c6,27-08-2025,
Lenovo Ideapad Slim 3 Next Gen Ai Pc Wuxga Ips Copilot + Pc Qualcomm Snapdragon X - (16 Gb/512 Gb Ssd/...,Lenovo,59990,93490,0.35,4.3,16,1,Flipkart,laptops,https://www.flipkart.com/lenovo-ideapad-slim-3-next-gen-ai-pc-wuxga-ips-copilot-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-15q8x10-thin-light-laptop/p/itm097ac7e15511b?pid=COMHDMJYDGBTMJXG&lid=LSTCOMHDMJYDGBTMJXG8XSMNX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_172&otracker=search&fm=organic&iid=en_2DOQyy75-F-uGNiDVCG4NLfKf3FPI60goNHKW-cUire_sTRAAXvUlQzwJNyfMLXiRB-Rgu-L-gAGruSP_djP8_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=vimnuhwrrk0000001756305446413&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp Victus Intel Core I5 13Th Gen 13420H - (16 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Gefor...,Hp,67990,87262,0.22,4.2,190,7,Flipkart,laptops,https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-144-hz-15-fa2700tx-gaming-laptop/p/itm068529921479d?pid=COMH8VXVWNPAZCSX&lid=LSTCOMH8VXVWNPAZCSX9Y3PQV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_173&otracker=search&fm=organic&iid=4cc0a613-047f-4cb8-970b-1ac662abadc3.COMH8VXVWNPAZCSX.SEARCH&ppt=sp&ppn=sp&ssid=vimnuhwrrk0000001756305446413&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp Pavilion Ai Pc Intel Core Ultra 5 125U - (16 Gb/1 Tb Ssd/Windows 11 Home) 16-Af0056Tu Thin And Ligh...,Hp,64990,92083,0.29,4.3,293,23,Flipkart,laptops,https://www.flipkart.com/hp-pavilion-ai-pc-intel-core-ultra-5-125u-16-gb-1-tb-ssd-windows-11-home-16-af0056tu-thin-light-laptop/p/itmb12a25b64f62b?pid=COMH4KYWQJYGZF2Z&lid=LSTCOMH4KYWQJYGZF2ZK6L5GL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_174&otracker=search&fm=organic&iid=4cc0a613-047f-4cb8-970b-1ac662abadc3.COMH4KYWQJYGZF2Z.SEARCH&ppt=sp&ppn=sp&ssid=vimnuhwrrk0000001756305446413&qH=c06ea84a1e3dc3c6,27-08-2025,
